indic_ur,cities\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
DE3001V,FR065L2	: 	: 	79802 	79706 	79421 	79395 	79130 	78481 	77543 b	74975 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR066L2	: 	: 	83805 	83042 	82667 	82333 	81525 	80918 	80310 b	87837 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR067L2	: 	: 	: 	: 	84602 	83994 	83379 	82439 	81444 	80501 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR068L2	: 	: 	: 	: 	88593 	87547 	86052 	84648 	82905 	81098 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR069L2	: 	: 	68657 	68631 	68375 	67943 	67739 	67730 	67246 b	65615 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR073L2	: 	: 	: 	: 	63037 	62443 	62208 	61952 	61556 	61366 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR074L2	: 	: 	: 	: 	65035 	64563 	63632 	63055 	62762 	62240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR076L2	: 	: 	63333 	63334 	63165 	62963 	62625 	62132 	61589 b	60533 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR077L2	: 	: 	59155 	58821 	58687 	58492 	58448 	58218 	58117 b	56178 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR079L2	: 	: 	53348 	53523 	53540 	53032 	52839 	52898 	52446 b	51708 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR082L2	: 	: 	: 	: 	60345 	59964 	58815 	58121 	57601 	56929 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR084L2	: 	: 	: 	: 	52347 	51785 	51342 	50923 	50437 	50326 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR086L2	: 	: 	: 	: 	59169 	58016 	57503 	57000 	56786 	56480 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR090L2	: 	: 	: 	: 	53479 	53519 	53383 	53472 	53389 	53171 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR093L2	: 	: 	: 	: 	58145 	57732 	57492 	57488 	57343 	56785 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR096L2	: 	: 	: 	: 	62895 	62336 	61818 	61482 	60820 	60370 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR099L2	: 	: 	57230 	56504 	55748 	54832 	54117 	53534 	53331 b	53391 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR104L2	: 	: 	: 	: 	38662 	38470 	38161 	37805 	37549 	37418 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR203L2	: 	: 	: 	: 	766122 	759219 	752682 	746860 	742085 	737014 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR205L2	: 	: 	476750 	475095 	474639 	472645 	471311 	468791 	466039 b	383462 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR207L2	: 	: 	123985 	123603 	123010 	122475 	122277 	122196 	121595 b	100502 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR208L1	: 	: 	: 	: 	50265 	49890 	49551 	49450 	48972 	48314 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR209L2	: 	: 	81049 	80863 	80784 	80717 	80644 	80431 	80105 b	86624 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR214L1	: 	: 	109258 	108242 	106840 	105232 	104195 	103563 	102318 b	85699 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR215L2	: 	: 	310461 	308777 	306413 	303875 	301338 	299116 	296021 b	296954 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR304L1	: 	: 	: 	: 	55153 	54651 	54285 	53868 	53532 	52775 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR324L1	: 	: 	38105 	38147 	37367 	36419 	36085 	35989 	35729 b	35382 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR505L1	: 	: 	: 	: 	56994 	57074 	56923 	56608 	56266 	55913 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR506L1	: 	: 	87133 	86333 	85084 	84009 	83110 	82733 	82637 b	79386 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,FR519L1	: 	: 	: 	: 	88403 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HR001L2	440969 	441641 	442314 	453687 	450084 	446480 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HR002L2	82874 	83577 	84286 	87993 	87525 	87056 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HR003L2	32440 	33064 	33700 	34962 	35065 	35168 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HR004L2	64208 	64938 	65676 	67745 	67808 	67871 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HR005L2	116838 	117319 	117802 	121946 	121020 	120094 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HR006L1	33887 	33933 	37125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HR007L1	45560 	45783 	46007 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU	: 	: 	4021296 	: 	: 	: 	: 	4105708 	: 	: 	: 	: 	: 	: 	: 	: 	3717329 	3729022 	3740343 	: 	: 	10086884 	10099814 	: 	: 	: 	: 	: 	: 
DE3001V,HU001L2	: 	: 	1284513 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU002L2	: 	: 	114289 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU003L2	: 	: 	88814 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU004L2	: 	: 	106986 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU005L2	: 	: 	133252 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU006L2	: 	: 	107428 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU007L2	: 	: 	99601 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU008L2	: 	: 	76312 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU009L2	: 	: 	107480 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU010L1	: 	: 	59109 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU011L1	: 	: 	65234 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU012L1	: 	: 	56488 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU013L1	: 	: 	52855 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU014L1	: 	: 	48377 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU015L1	: 	: 	43618 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU016L1	: 	: 	41503 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU017L1	: 	: 	37711 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU018L1	: 	: 	44221 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,HU019L1	: 	: 	39597 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IE	: 	: 	: 	: 	: 	: 	: 	1647281 e	: 	: 	: 	: 	: 	: 	1378740 	: 	1287958 	: 	: 	: 	: 	1191922 	1114974 	: 	: 	: 	: 	: 	: 
DE3001V,IE001L1	: 	: 	: 	: 	: 	: 	: 	643947 e	: 	: 	: 	: 	578194 	560670 	543145 	: 	508096 	: 	: 	: 	: 	: 	443236 	: 	: 	: 	: 	: 	: 
DE3001V,IE002L1	: 	: 	: 	: 	: 	: 	: 	146397 e	: 	: 	: 	: 	130438 	126491 	122544 	: 	114649 	: 	: 	: 	: 	: 	99070 	: 	: 	: 	: 	: 	: 
DE3001V,IE003L1	: 	: 	: 	: 	: 	: 	: 	58013 e	: 	: 	: 	: 	53511 	51973 	50435 	: 	47358 	: 	: 	: 	: 	: 	40402 	: 	: 	: 	: 	: 	: 
DE3001V,IE004L1	: 	: 	: 	: 	: 	: 	: 	64082 e	: 	: 	: 	: 	56385 	53707 	51028 	: 	45670 	: 	: 	: 	: 	: 	36313 	: 	: 	: 	: 	: 	: 
DE3001V,IE005L1	: 	: 	: 	: 	: 	: 	: 	35931 e	: 	: 	: 	: 	32762 	31648 	30534 	: 	28306 	: 	: 	: 	: 	: 	24342 	: 	: 	: 	: 	: 	: 
DE3001V,IT	26081199 	25981996 	25937723 	25853547 	25816311 	25791690 	25872613 	25405663 	25175793 	: 	24641200 	: 	: 	: 	23310604 	: 	22196322 	21967997 	21659646 	21470147 	21320744 	20155669 	20176758 	20364588 	20414105 	20186940 	20033895 	20114234 	: 
DE3001V,IT001L3	2027698 	2030083 	2020692 	2008507 	2014072 	2017191 	2028888 	1770542 b	1752057 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT002L3	2304113 b	2363012 	2347596 	2331570 	2320225 	2323603 	2327695 	2290676 b	2248764 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT003L3	1226135 b	1228112 	1224928 	1217424 	1214049 	1206979 	1214660 	1195529 b	1181844 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT004L2	821315 	820728 	821827 	819934 	821181 	820128 	823134 	817972 b	814628 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT005L3	396373 	394721 	394073 	393324 	393481 	401591 	398104 	394029 b	387560 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT006L3	353133 	354671 	356198 	356670 	360277 	363790 	367130 	367274 b	366143 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT007L3	369488 	369818 	369670 	366996 	365948 	360432 	366053 	356719 b	353193 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT008L3	300767 	300223 	299259 	297985 	294824 	293958 	292294 	290090 b	290187 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT009L1	384167 	381793 	380360 	379345 	378396 	368149 	369827 	367432 b	363451 	375319 	370131 	363114 	357560 	352605 	346925 	: 	: 	322164 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT010L2	249433 	246152 	267659 	266709 	266463 	264920 	263153 	260691 b	258724 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT011L2	256030 	255187 	254559 	254660 	254743 	253230 	255275 	254432 b	252770 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT012L3	226713 	225386 	224195 	224147 	223801 	222844 	227064 	225436 b	223493 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT013L3	57252 	57043 	57041 	57099 	57133 	57107 	57571 	57497 b	57220 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT014L3	104403 	103797 	103095 	102585 	102037 	101422 	101103 	100168 b	98915 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT015L1	120167 	120594 	120089 	119590 	119646 	120745 	121352 	121141 b	121320 	121147 	120666 	120164 	119747 	119583 	119381 	: 	: 	115655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT016L3	122288 	121572 	121467 	120333 	119468 	118943 	121676 	120156 b	118422 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT017L3	99425 	99086 	98611 	98128 	97752 	98215 	99250 	99007 b	98173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT019L2	105525 	104948 	104756 	104201 	103518 	102552 	104406 	101133 b	99335 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT020L3	42507 	42383 	42463 	42415 	42409 	42391 	42121 	41870 b	41481 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT021L2	49876 	49764 	49618 	49241 	49131 	49027 	49013 	48742 b	48275 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT022L2	166030 	165672 	165586 	165117 	164994 	165105 	162417 	162464 b	150980 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT023L2	52352 	52165 	52064 	51851 	51701 	51650 	51853 	51636 b	52000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT024L3	63710 	63662 	63548 	63452 	63509 	62921 	62719 	63691 b	63112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT025L3	90950 	90424 	89747 	89963 	89998 	91040 	90510 	90403 b	88936 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT026L3	95903 	94419 	94062 	92856 	92058 	92632 	92998 	91750 b	90422 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT027L2	217139 	215446 	213046 	210938 	208978 	207562 	207849 	203720 b	201049 	194623 	191336 	187950 	183066 	179247 	175733 	: 	: 	162761 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT028L3	237223 	235485 	234441 	232478 	231107 	228998 	230702 	229175 b	226320 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT029L3	212357 	211138 	209657 	209003 	208188 	206346 	208427 	207423 b	206829 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT030L3	160805 	159624 	158927 	158863 	158725 	158219 	159386 	158233 b	156571 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT031L3	69076 	68078 	67345 	68313 	67987 	67534 	67926 	65099 b	64798 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT032L3	101523 	100926 	99856 	98932 	98327 	97741 	97481 	97163 b	96738 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT033L2	91041 	90580 	90093 	89809 	89696 	89467 	90188 	89875 b	88995 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT034L1	87358 	86781 	86035 	85526 	84901 	84384 	84366 	83745 b	82187 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT035L2	109916 	109794 	109703 	109439 	109269 	109143 	109620 	108635 b	107743 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT036L2	90424 	90448 	90320 	90510 	90485 	90761 	91015 	90783 b	90545 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT037L1	101087 	100245 	99544 	98959 	98590 	97502 	98203 	97077 b	96666 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT038L0	34340 	34046 	33762 	34091 	33796 	33341 	32950 	32784 b	32342 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT039L2	54364 	53961 	53748 	53388 	53275 	53072 	52904 	52976 b	52522 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT040L2	76102 	76311 	77208 	76499 	76301 	75042 	75782 	75127 b	73986 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT041L2	88844 	89307 	88952 	87732 	87914 	87177 	83287 	83681 b	84686 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT042L1	85841 	85322 	84784 	84423 	83907 	83250 	83530 	83535 b	82643 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT043L2	85228 	84454 	84009 	83740 	83474 	83217 	83528 	83146 b	82703 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT045L2	51804 	51830 	50770 	51888 	52158 	52555 	52678 	51669 b	51353 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT046L2	64875 	64336 	63892 	63554 	62995 	62078 	64121 	67034 b	66279 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT047L1	35395 	35289 	35338 	35352 	35368 	36328 	36283 	35862 b	35486 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT048L2	83473 	83224 	82865 	82456 	80979 	81534 	81752 	80646 b	79321 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT052L1	53474 	52908 	53145 	53332 	53388 	53407 	53870 	53575 b	53714 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT054L1	30746 	30536 	30296 	26219 	26535 	26932 	27044 	26735 b	26373 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT056L1	24081 	23942 	23850 	23687 	23700 	23774 	22582 	22838 b	23985 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT057L2	61633 	61457 	61042 	60556 	60334 	59914 	59575 	59236 b	59275 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT058L2	62415 	62081 	61832 	61665 	61512 	61314 	61089 	60701 b	60035 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT060L1	60446 	60132 	59900 	59699 	59663 	59699 	59684 	58847 b	58501 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT061L0	23828 	23601 	22024 	21732 	23055 	22852 	21184 	21080 b	20925 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT064L1	24614 	24368 	24160 	23871 	23870 	23852 	23610 	23220 b	22888 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT065L0	20994 	20833 	20662 	20524 	20413 	20298 	20097 	19708 b	19561 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT066L1	36985 	36538 	36463 	36353 	36186 	36474 	36195 	36194 b	35778 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT067L0	20895 	20719 	20532 	20287 	20110 	19894 	20201 	20194 b	20023 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT068L1	: 	43798 	43489 	43472 	43313 	43073 	43358 	42787 b	42290 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT069L1	29244 	29329 	29818 	29814 	29394 	29813 	28838 	27269 b	27026 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT073L1	39579 	39372 	39173 	39004 	38840 	38590 	38597 	38492 b	38258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT501L2	114312 	114187 	114926 	115144 	115907 	116579 	117431 	118007 b	118060 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT502L2	115001 	114153 	113442 	112612 	112260 	111961 	112042 	110342 b	109527 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT503L3	156825 	155996 	154960 	154173 	153357 	152697 	154966 	154135 b	152406 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT504L3	82674 	82562 	82619 	82609 	82603 	80716 	81152 	80567 b	80259 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3001V,IT505L3	126007 	125516 	124640 	124076 	124346 	124905 	125351 	124305 b	123054 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
