indic_ur,cities\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
DE3002V,FR214L1	: 	: 	37140 	36402 	35812 	34878 	34025 	33624 	33138 b	27656 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,FR215L2	: 	: 	112921 	110859 	108178 	106436 	104657 	103427 	101356 b	100169 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,FR304L1	: 	: 	: 	: 	17412 	17189 	16854 	16770 	16537 	15854 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,FR324L1	: 	: 	12566 	12240 	11463 	10861 	10660 	10545 	10416 b	10456 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,FR505L1	: 	: 	: 	: 	19700 	19550 	19023 	18791 	18369 	18060 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,FR506L1	: 	: 	28487 	27555 	26951 	26415 	26023 	25634 	25738 b	24716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,FR519L1	: 	: 	: 	: 	38130 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HR001L2	114848 	115023 	115198 	118159 	117221 	116282 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HR002L2	21881 	22067 	22254 	23233 	23109 	22985 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HR003L2	6682 	6811 	6942 	7202 	7224 	7245 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HR004L2	16600 	16789 	16980 	17515 	17531 	17548 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HR005L2	24691 	24793 	24895 	25771 	25575 	25380 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HR006L1	8851 	8863 	8875 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HR007L1	10419 	10470 	10521 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU	: 	: 	1217256 	: 	: 	: 	: 	1317138 	: 	: 	: 	: 	: 	: 	: 	: 	881137 	861070 	893419 	: 	: 	987790 	1053894 	: 	: 	: 	: 	: 	: 
DE3002V,HU001L2	: 	: 	438333 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU002L2	: 	: 	31475 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU003L2	: 	: 	22221 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU004L2	: 	: 	34535 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU005L2	: 	: 	40020 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU006L2	: 	: 	36710 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU007L2	: 	: 	28684 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU008L2	: 	: 	23268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU009L2	: 	: 	27824 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU010L1	: 	: 	16247 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU011L1	: 	: 	18832 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU012L1	: 	: 	15915 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU013L1	: 	: 	14706 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU014L1	: 	: 	15401 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU015L1	: 	: 	11944 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU016L1	: 	: 	12363 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU017L1	: 	: 	12355 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU018L1	: 	: 	12963 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,HU019L1	: 	: 	10819 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IE	: 	: 	: 	: 	: 	: 	: 	388697 e	: 	: 	: 	: 	: 	: 	303512 	: 	277573 	: 	: 	: 	: 	269735 	245443 	: 	: 	: 	: 	: 	: 
DE3002V,IE001L1	: 	: 	: 	: 	: 	: 	: 	144628 e	: 	: 	: 	: 	125122 	120215 	115308 	: 	105493 	: 	: 	: 	: 	: 	97882 	: 	: 	: 	: 	: 	: 
DE3002V,IE002L1	: 	: 	: 	: 	: 	: 	: 	33797 e	: 	: 	: 	: 	28355 	27250 	26144 	: 	23933 	: 	: 	: 	: 	: 	20758 	: 	: 	: 	: 	: 	: 
DE3002V,IE003L1	: 	: 	: 	: 	: 	: 	: 	13492 e	: 	: 	: 	: 	11581 	11073 	10565 	: 	9548 	: 	: 	: 	: 	: 	7964 	: 	: 	: 	: 	: 	: 
DE3002V,IE004L1	: 	: 	: 	: 	: 	: 	: 	14773 e	: 	: 	: 	: 	12205 	11442 	10678 	: 	9150 	: 	: 	: 	: 	: 	7146 	: 	: 	: 	: 	: 	: 
DE3002V,IE005L1	: 	: 	: 	: 	: 	: 	: 	8594 e	: 	: 	: 	: 	7589 	7153 	6716 	: 	5843 	: 	: 	: 	: 	: 	4964 	: 	: 	: 	: 	: 	: 
DE3002V,IT	: 	: 	: 	: 	: 	: 	: 	7667305 	: 	: 	6675000 	: 	: 	: 	: 	: 	5780333 	5558203 	5266424 	5102927 	5006896 	4668588 	4628984 	4610643 	4532463 	4389482 	4355984 	4544646 	: 
DE3002V,IT001L3	: 	: 	: 	: 	: 	: 	: 	636506 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT002L3	: 	: 	: 	: 	: 	: 	: 	711826 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT003L3	: 	: 	: 	: 	: 	: 	: 	246600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT004L2	: 	: 	: 	: 	: 	: 	: 	269971 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT005L3	: 	: 	: 	: 	: 	: 	: 	92248 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT006L3	: 	: 	: 	: 	: 	: 	: 	143489 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT007L3	: 	: 	: 	: 	: 	: 	: 	118969 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT008L3	: 	: 	: 	: 	: 	: 	: 	65816 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT009L1	: 	: 	: 	: 	: 	: 	: 	142258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	102678 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT010L2	: 	: 	: 	: 	: 	: 	: 	65860 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT011L2	: 	: 	: 	: 	: 	: 	: 	81362 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT012L3	: 	: 	: 	: 	: 	: 	: 	69688 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT013L3	: 	: 	: 	: 	: 	: 	: 	18553 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT014L3	: 	: 	: 	: 	: 	: 	: 	33287 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT015L1	: 	: 	: 	: 	: 	: 	: 	49938 	: 	: 	: 	: 	: 	: 	: 	: 	: 	44194 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT016L3	: 	: 	: 	: 	: 	: 	: 	36302 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT017L3	: 	: 	: 	: 	: 	: 	: 	29771 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT019L2	: 	: 	: 	: 	: 	: 	: 	28857 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT020L3	: 	: 	: 	: 	: 	: 	: 	12544 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT021L2	: 	: 	: 	: 	: 	: 	: 	11731 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT022L2	: 	: 	: 	: 	: 	: 	: 	38713 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT023L2	: 	: 	: 	: 	: 	: 	: 	13407 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT024L3	: 	: 	: 	: 	: 	: 	: 	17355 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT025L3	: 	: 	: 	: 	: 	: 	: 	23863 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT026L3	: 	: 	: 	: 	: 	: 	: 	27806 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT027L2	: 	: 	: 	: 	: 	: 	: 	58991 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36227 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT028L3	: 	: 	: 	: 	: 	: 	: 	69627 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT029L3	: 	: 	: 	: 	: 	: 	: 	64863 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT030L3	: 	: 	: 	: 	: 	: 	: 	48907 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT031L3	: 	: 	: 	: 	: 	: 	: 	15794 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT032L3	: 	: 	: 	: 	: 	: 	: 	23738 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT033L2	: 	: 	: 	: 	: 	: 	: 	29891 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT034L1	: 	: 	: 	: 	: 	: 	: 	28973 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT035L2	: 	: 	: 	: 	: 	: 	: 	38978 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT036L2	: 	: 	: 	: 	: 	: 	: 	31119 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT037L1	: 	: 	: 	: 	: 	: 	: 	28248 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT038L0	: 	: 	: 	: 	: 	: 	: 	5687 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT039L2	: 	: 	: 	: 	: 	: 	: 	15207 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT040L2	: 	: 	: 	: 	: 	: 	: 	23884 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT041L2	: 	: 	: 	: 	: 	: 	: 	27689 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT042L1	: 	: 	: 	: 	: 	: 	: 	25783 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT043L2	: 	: 	: 	: 	: 	: 	: 	25298 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT045L2	: 	: 	: 	: 	: 	: 	: 	17091 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT046L2	: 	: 	: 	: 	: 	: 	: 	22379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT047L1	: 	: 	: 	: 	: 	: 	: 	10276 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT048L2	: 	: 	: 	: 	: 	: 	: 	24815 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT052L1	: 	: 	: 	: 	: 	: 	: 	22261 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT054L1	: 	: 	: 	: 	: 	: 	: 	7082 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT056L1	: 	: 	: 	: 	: 	: 	: 	5665 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT057L2	: 	: 	: 	: 	: 	: 	: 	14884 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT058L2	: 	: 	: 	: 	: 	: 	: 	17918 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT060L1	: 	: 	: 	: 	: 	: 	: 	17703 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT061L0	: 	: 	: 	: 	: 	: 	: 	3959 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT064L1	: 	: 	: 	: 	: 	: 	: 	4399 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT065L0	: 	: 	: 	: 	: 	: 	: 	4087 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT066L1	: 	: 	: 	: 	: 	: 	: 	9984 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT067L0	: 	: 	: 	: 	: 	: 	: 	3749 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT068L1	: 	: 	: 	: 	: 	: 	: 	12895 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT069L1	: 	: 	: 	: 	: 	: 	: 	6228 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT073L1	: 	: 	: 	: 	: 	: 	: 	10102 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT501L2	: 	: 	: 	: 	: 	: 	: 	38180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT502L2	: 	: 	: 	: 	: 	: 	: 	26296 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT503L3	: 	: 	: 	: 	: 	: 	: 	50520 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT504L3	: 	: 	: 	: 	: 	: 	: 	24710 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT505L3	: 	: 	: 	: 	: 	: 	: 	39503 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT506L2	: 	: 	: 	: 	: 	: 	: 	28630 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT507L2	: 	: 	: 	: 	: 	: 	: 	32494 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT508L3	: 	: 	: 	: 	: 	: 	: 	33175 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT509L3	: 	: 	: 	: 	: 	: 	: 	19121 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT511L2	: 	: 	: 	: 	: 	: 	: 	44225 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT512L3	: 	: 	: 	: 	: 	: 	: 	23956 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT513L3	: 	: 	: 	: 	: 	: 	: 	17999 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT514L2	: 	: 	: 	: 	: 	: 	: 	30448 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT515L2	: 	: 	: 	: 	: 	: 	: 	24248 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT516L2	: 	: 	: 	: 	: 	: 	: 	23035 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT518L1	: 	: 	: 	: 	: 	: 	: 	20985 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT519L1	: 	: 	: 	: 	: 	: 	: 	18636 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT520L1	: 	: 	: 	: 	: 	: 	: 	14117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT521L1	: 	: 	: 	: 	: 	: 	: 	16720 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT522L1	: 	: 	: 	: 	: 	: 	: 	13704 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT523L1	: 	: 	: 	: 	: 	: 	: 	9932 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT524L0	: 	: 	: 	: 	: 	: 	: 	5921 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT525L0	: 	: 	: 	: 	: 	: 	: 	3850 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,IT526L1	: 	: 	: 	: 	: 	: 	: 	13018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,LT	: 	: 	: 	: 	: 	: 	: 	401402 	: 	: 	: 	: 	: 	: 	: 	: 	274411 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,LT001L1	: 	: 	: 	: 	: 	: 	: 	93753 	: 	: 	: 	: 	: 	: 	: 	: 	: 	86839 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,LT002L1	: 	: 	: 	: 	: 	: 	: 	53515 	: 	: 	: 	: 	: 	: 	: 	: 	: 	59688 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,LT003L1	: 	: 	: 	: 	: 	: 	: 	19347 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18837 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	55602 e	54509 e	53650 e	52846 e	52183 e	55321 e	: 	50476 	50228 	42539 	40488 	40250 	39999 	47137 	23982 	34090 	36848 	33694 	33350 	: 
DE3002V,LU001L1	: 	: 	: 	: 	: 	: 	: 	: 	: 	55602 e	54509 e	53650 e	52846 e	52183 e	55321 e	: 	50476 	50228 	42539 	40488 	40250 	39999 	: 	23982 	34090 	36848 	33694 	33350 	: 
DE3002V,LV	: 	: 	: 	: 	: 	: 	: 	295909 	: 	: 	: 	: 	: 	: 	: 	: 	175800 	298133 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,LV002L2	: 	: 	: 	: 	: 	: 	: 	18789 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14433 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,LV003L1	: 	: 	: 	: 	: 	: 	: 	12108 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,LV501L1	: 	: 	: 	: 	: 	: 	: 	18815 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
DE3002V,MT	50445 d	47379 d	: 	39540 d	37168 d	: 	: 	: 	: 	: 	26781 e	26772 e	: 	26422 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
